#%create_date=Wed Feb 15 13:27:46 2006 PST
#%lib-set-name=HuEx-1_0-st
#%lib-set-version=v2
#%genome-species=Homo sapiens
#%genome-version=hg17
#%genome-version-ucsc=hg17
#%genome-version-ncbi=35
#%genome-version-create_date=2004-05
#%genome-lifted_from-version-ucsc=hg16
#%genome-lifted_from-version-ncbi=34
#%genome-lifted_from-species=Homo sapiens
#%genome-lifted-method=liftOver
#%netaffx-annotation-date=2005-12-14
#%netaffx-annotation-csv-version=1.5
#%netaffx-annotation-data-type=probe_set
#%netaffx-annotation-genome-version-ncbi=35
#%netaffx-annotation-genome-version-ucsc=hg17
#%netaffx-annotation-netaffx-build=05q4
#%netaffx-annotation-docgen-method=create-download-file.pl
#%netaffx-annotation-docgen-version=1.41
"probeset_id","seqname","strand","start","stop","probe_count","transcript_cluster_id","exon_id","psr_id","gene_assignment","mrna_assignment","probeset_type","number_independent_probes","number_cross_hyb_probes","number_nonoverlapping_probes","level","bounded","noBoundedEvidence","has_cds","fl","mrna","est","vegaGene","vegaPseudoGene","ensGene","sgpGene","exoniphy","twinscan","geneid","genscan","genscanSubopt","mouse_fl","mouse_mrna","rat_fl","rat_mrna","microRNAregistry","rnaGene","mitomap"
"2315142","chr1","+","59441","59647","4","2315125","22","27","NM_001005240 // OR4F17 /// NM_001004195 // OR4F4 /// NM_001005484 // OR4F5","NM_001005240 // chr1 // 100 // 4 // 4 // 0 /// NM_001004195 // chr1 // 100 // 4 // 4 // 0 /// NM_001005484 // chr1 // 100 // 4 // 4 // 0 /// ENST00000326183 // chr1 // 100 // 4 // 4 // 0 /// ENST00000335137 // chr1 // 100 // 4 // 4 // 0 /// ENST00000318050 // chr1 // 100 // 4 // 4 // 0 /// AY972817 // chr1 // 100 // 4 // 4 // 0","2","4","0","3","extended","0","0","1","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0"
"2315144","chr1","+","59845","59871","3","2315125","22","28","NM_001005240 // OR4F17 /// NM_001005484 // OR4F5 /// NM_001004195 // OR4F4","NM_001005240 // chr1 // 100 // 3 // 3 // 0 /// NM_001005484 // chr1 // 100 // 3 // 3 // 0 /// NM_001004195 // chr1 // 100 // 3 // 3 // 0 /// ENST00000335137 // chr1 // 100 // 3 // 3 // 0 /// ENST00000318050 // chr1 // 100 // 3 // 3 // 0 /// ENST00000326183 // chr1 // 100 // 3 // 3 // 0","3","1","0","1","extended","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0"
"2315170","chr1","+","360969","360996","4","2315163","43","50","XM_379848 // LOC402521","XM_379848 // na // --- // 4 // --- // 0","2","1","0","1","extended","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315172","chr1","+","361931","362080","4","2315163","44","52","XM_379488 // LOC401344","XM_379488 // na // --- // 1 // --- // 0","3","3","0","2","extended","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315173","chr1","+","363899","363923","1","2315163","45","53","XM_498835 // LOC440726","XM_498835 // na // --- // 1 // --- // 0","3","1","0","1","extended","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315174","chr1","+","364173","364206","4","2315163","46","54","XM_379488 // LOC401344","XM_379488 // na // --- // 3 // --- // 0","3","1","0","1","extended","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315175","chr1","+","364376","364403","4","2315163","47","55","XM_379848 // LOC402521","XM_379848 // na // --- // 4 // --- // 0","2","1","0","1","extended","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315177","chr1","+","365174","365199","2","2315163","48","57","XM_379273 // FLJ14186","XM_379273 // na // --- // 2 // --- // 0","2","1","0","1","extended","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2315179","chr1","+","365588","365672","4","2315163","48","59","XM_379273 // FLJ14186","XM_379273 // na // --- // 4 // --- // 0","3","4","0","3","extended","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315197","chr1","+","134599","134699","4","2315196","60","74","NM_006974 // ZNF33A","NM_006974 // na // --- // 3 // --- // 0","3","3","0","2","extended","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315208","chr1","+","154179","154583","4","2315206","67","82","---","AK123521 // chr1 // 100 // 3 // 3 // 0","3","4","0","4","extended","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315227","chr1","+","606447","606895","4","2315224","79","94","---","ENST00000361624 // chr1 // 100 // 4 // 4 // 0 /// NC_001807 // chr1 // 100 // 4 // 4 // 0 /// AK074742 // chr1 // 100 // 4 // 4 // 0 /// CR608441 // chr1 // 100 // 2 // 2 // 0","2","4","0","4","extended","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315228","chr1","+","606953","606983","4","2315224","79","95","---","ENST00000361624 // chr1 // 100 // 4 // 4 // 0 /// AK074742 // chr1 // 100 // 4 // 4 // 0 /// CR608441 // chr1 // 100 // 4 // 4 // 0 /// NC_001807 // chr1 // 100 // 4 // 4 // 0","3","1","0","1","extended","0","0","0","0","0","7","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2315229","chr1","+","607008","607045","4","2315224","79","96","---","ENST00000361624 // chr1 // 100 // 4 // 4 // 0 /// AK074742 // chr1 // 100 // 4 // 4 // 0 /// CR608441 // chr1 // 100 // 4 // 4 // 0 /// NC_001807 // chr1 // 100 // 4 // 4 // 0","2","2","0","1","extended","0","0","0","0","0","9","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"2315230","chr1","+","607140","607307","4","2315224","79","97","---","ENST00000361624 // chr1 // 100 // 4 // 4 // 0 /// CR608441 // chr1 // 100 // 4 // 4 // 0 /// AK074742 // chr1 // 100 // 4 // 4 // 0 /// NC_001807 // chr1 // 100 // 4 // 4 // 0","2","3","0","2","extended","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315231","chr1","+","607603","607857","4","2315224","79","98","---","ENST00000361624 // chr1 // 100 // 4 // 4 // 0 /// NC_001807 // chr1 // 100 // 4 // 4 // 0 /// CR608441 // chr1 // 100 // 4 // 4 // 0 /// AK074742 // chr1 // 100 // 4 // 4 // 0","2","3","0","3","extended","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315232","chr1","+","607933","607999","4","2315224","80","99","---","NC_001807 // chr1 // 100 // 3 // 3 // 0 /// CR608441 // chr1 // 100 // 1 // 1 // 0","3","2","0","2","full","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2315300","chr1","+","584878","585782","4","2315299","116","139","---","GENSCAN00000012047 // chr1 // 100 // 4 // 4 // 0","2","4","0","4","full","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2315302","chr1","+","594632","594725","4","2315301","117","140","---","GENSCAN00000012048 // chr1 // 100 // 4 // 4 // 0","2","2","0","2","full","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2315303","chr1","+","596872","596902","4","2315301","118","141","---","GENSCAN00000012048 // chr1 // 100 // 4 // 4 // 0","2","1","0","1","full","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"2315305","chr1","+","604675","604729","4","2315301","120","143","---","NC_001807 // chr1 // 33 // 1 // 3 // 1 /// AB043958 // chr1 // 33 // 1 // 3 // 1","3","2","0","2","full","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2315307","chr1","+","604923","605072","4","2315301","122","145","---","ENST00000361453 // chr1 // 100 // 4 // 4 // 0 /// NC_001807 // chr1 // 100 // 4 // 4 // 0","2","4","0","2","extended","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315308","chr1","+","605656","605760","4","2315301","122","146","---","ENST00000361453 // chr1 // 100 // 4 // 4 // 0 /// NC_001807 // chr1 // 100 // 4 // 4 // 0 /// AF275801 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000012048 // chr1 // 100 // 4 // 4 // 0","2","4","0","3","extended","0","0","0","0","0","5","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"2315309","chr1","+","605858","605883","2","2315301","123","147","---","ENST00000361453 // chr1 // 100 // 2 // 2 // 0 /// AF275801 // chr1 // 100 // 2 // 2 // 0 /// NC_001807 // chr1 // 100 // 2 // 2 // 0","2","1","0","1","extended","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315310","chr1","+","605960","605988","2","2315301","124","148","---","NC_001807 // chr1 // 100 // 2 // 2 // 0","2","1","0","1","full","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2315312","chr1","+","650211","650258","4","2315301","125","150","---","GENSCAN00000012048 // chr1 // 100 // 4 // 4 // 0","2","2","0","1","full","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"2315316","chr1","+","608158","608428","4","2315315","127","152","---","ENST00000361739 // chr1 // 100 // 4 // 4 // 0 /// AY211920 // chr1 // 100 // 4 // 4 // 0 /// BC013391 // chr1 // 100 // 4 // 4 // 0 /// BC013390 // chr1 // 100 // 4 // 4 // 0 /// BC013388 // chr1 // 100 // 4 // 4 // 0 /// BC013387 // chr1 // 100 // 4 // 4 // 0 /// NC_001807 // chr1 // 100 // 4 // 4 // 0 /// AB019563 // chr1 // 100 // 2 // 2 // 0 /// Y17175 // chr1 // 100 // 1 // 1 // 0","2","4","0","4","extended","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315317","chr1","+","608745","608772","3","2315315","128","153","---","M37726 // chr1 // 100 // 3 // 3 // 0 /// NC_001807 // chr1 // 100 // 3 // 3 // 0","2","1","0","1","full","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2315318","chr1","+","609131","609291","4","2315315","129","154","XM_496332 // LOC440552","XM_496332 // chr1 // 100 // 4 // 4 // 0 /// ENST00000361899 // chr1 // 100 // 4 // 4 // 0 /// AK026530 // chr1 // 100 // 4 // 4 // 0 /// AF368271 // chr1 // 100 // 4 // 4 // 0 /// Y17171 // chr1 // 100 // 4 // 4 // 0 /// NC_001807 // chr1 // 100 // 4 // 4 // 0","2","4","0","4","extended","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315319","chr1","+","609446","609873","4","2315315","129","155","XM_496332 // LOC440552","XM_496332 // chr1 // 100 // 4 // 4 // 0 /// ENST00000361899 // chr1 // 100 // 2 // 2 // 0 /// CR625031 // chr1 // 100 // 4 // 4 // 0 /// NC_001807 // chr1 // 100 // 2 // 2 // 0 /// AK026530 // chr1 // 100 // 2 // 2 // 0 /// AF368271 // chr1 // 100 // 2 // 2 // 0","2","4","0","4","extended","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315365","chr1","+","780038","780165","4","2315353","158","189","---","ENSESTT00000076478 // chr1 // 100 // 3 // 3 // 0","1","4","0","3","extended","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315366","chr1","+","782475","782548","4","2315353","159","190","---","ENSESTT00000076478 // chr1 // 100 // 4 // 4 // 0 /// ENSESTT00000076479 // chr1 // 100 // 4 // 4 // 0","1","2","0","2","extended","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315367","chr1","+","782579","782668","4","2315353","159","191","---","ENSESTT00000076478 // chr1 // 100 // 4 // 4 // 0","1","4","0","2","extended","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315370","chr1","+","784993","785203","4","2315353","161","194","---","ENSESTT00000076479 // chr1 // 100 // 4 // 4 // 0","1","4","0","4","extended","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315374","chr1","+","792655","792719","4","2315373","163","196","---","ENST00000326734 // chr1 // 100 // 4 // 4 // 0","2","2","0","2","core","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315375","chr1","+","792869","793231","4","2315373","163","197","---","ENST00000326734 // chr1 // 100 // 4 // 4 // 0","2","4","0","4","core","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315376","chr1","+","793293","793434","4","2315373","163","198","---","ENST00000326734 // chr1 // 100 // 4 // 4 // 0","2","4","0","4","core","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315377","chr1","+","794094","794979","4","2315373","164","199","---","ENST00000326734 // chr1 // 100 // 4 // 4 // 0","2","4","0","4","core","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315381","chr1","+","802897","802974","4","2315380","166","201","XM_211529 // LOC284591","XM_211529 // chr1 // 100 // 4 // 4 // 0","2","4","0","2","extended","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315382","chr1","+","804246","804274","4","2315380","167","202","XM_211529 // LOC284591","XM_211529 // chr1 // 100 // 4 // 4 // 0","3","1","0","1","extended","0","0","0","0","2","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315383","chr1","+","806880","806920","4","2315380","168","203","---","BC086872 // chr1 // 100 // 4 // 4 // 0","1","2","0","1","extended","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315386","chr1","+","816451","816613","4","2315380","171","206","---","BC086872 // chr1 // 100 // 4 // 4 // 0","1","4","0","3","extended","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315387","chr1","+","816771","817167","4","2315380","171","207","---","BC086872 // chr1 // 100 // 4 // 4 // 0","1","4","0","3","extended","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315388","chr1","+","818412","818696","4","2315380","172","208","---","BC086872 // chr1 // 75 // 3 // 4 // 0","1","4","0","4","extended","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315391","chr1","+","822947","823037","4","2315380","175","211","XM_211529 // LOC284591","XM_211529 // chr1 // 100 // 4 // 4 // 0","1","4","0","3","extended","0","0","0","0","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315396","chr1","+","827185","827290","4","2315380","178","216","XM_211529 // LOC284591","XM_211529 // chr1 // 100 // 4 // 4 // 0","1","4","0","3","extended","0","0","0","0","2","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315398","chr1","+","827915","827988","4","2315380","178","218","XM_211529 // LOC284591","XM_211529 // chr1 // 100 // 4 // 4 // 0","2","4","0","2","extended","0","0","0","0","2","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315399","chr1","+","828640","828672","4","2315380","179","219","XM_211529 // LOC284591","XM_211529 // chr1 // 100 // 4 // 4 // 0","2","1","0","1","extended","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315400","chr1","+","828724","828897","4","2315380","179","220","XM_211529 // LOC284591","XM_211529 // chr1 // 100 // 4 // 4 // 0","2","3","0","3","extended","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315401","chr1","+","828918","828946","4","2315380","179","221","XM_211529 // LOC284591","XM_211529 // chr1 // 100 // 4 // 4 // 0","2","1","0","1","extended","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315402","chr1","+","829266","829514","4","2315380","179","222","XM_211529 // LOC284591","XM_211529 // chr1 // 100 // 4 // 4 // 0","1","4","0","3","extended","0","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315406","chr1","+","831174","831625","4","2315380","181","226","---","ENST00000326678 // chr1 // 100 // 3 // 3 // 0 /// AK096570 // chr1 // 100 // 3 // 3 // 0","1","4","0","4","extended","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315407","chr1","+","831721","831894","4","2315380","181","227","---","ENST00000326678 // chr1 // 100 // 4 // 4 // 0 /// AK096570 // chr1 // 100 // 4 // 4 // 0","1","4","0","3","extended","1","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2315408","chr1","+","831897","832319","4","2315380","181","228","---","ENST00000326678 // chr1 // 100 // 4 // 4 // 0 /// AK096570 // chr1 // 100 // 4 // 4 // 0","1","4","0","4","extended","1","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315409","chr1","+","832429","832481","4","2315380","181","229","---","ENST00000326678 // chr1 // 100 // 4 // 4 // 0 /// AK096570 // chr1 // 100 // 4 // 4 // 0","1","2","0","2","extended","1","0","0","0","1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315410","chr1","+","832886","832913","2","2315380","182","230","XM_371207 // LOC388579","XM_371207 // chr1 // 100 // 2 // 2 // 0 /// ENST00000326678 // chr1 // 100 // 2 // 2 // 0 /// AK091100 // chr1 // 100 // 2 // 2 // 0 /// CR594200 // chr1 // 100 // 2 // 2 // 0 /// AK096570 // chr1 // 100 // 2 // 2 // 0 /// GENSCAN00000030445 // chr1 // 100 // 2 // 2 // 0","1","1","0","1","full","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2315411","chr1","+","833623","834378","4","2315380","183","231","---","AK091100 // chr1 // 100 // 4 // 4 // 0 /// CR594200 // chr1 // 100 // 4 // 4 // 0","1","4","0","4","extended","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315413","chr1","+","836382","836510","4","2315412","184","232","XM_371207 // LOC388579","XM_371207 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000030445 // chr1 // 100 // 4 // 4 // 0","2","4","0","3","ambiguous","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"2315417","chr1","+","840636","840730","4","2315416","186","234","XM_371207 // LOC388579","XM_371207 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000030445 // chr1 // 100 // 4 // 4 // 0","1","3","0","3","ambiguous","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"2315421","chr1","+","841368","841509","4","2315420","188","236","XM_371207 // LOC388579","XM_371207 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000030445 // chr1 // 100 // 4 // 4 // 0","1","4","0","3","ambiguous","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"2315427","chr1","+","848567","848600","4","2315426","191","239","XM_371207 // LOC388579","XM_371207 // chr1 // 100 // 4 // 4 // 0 /// ENST00000332708 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000030445 // chr1 // 100 // 4 // 4 // 0","3","1","0","1","ambiguous","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0"
"2315429","chr1","+","849568","849592","1","2315428","192","240","XM_371207 // LOC388579","XM_371207 // chr1 // 100 // 1 // 1 // 0 /// GENSCAN00000030445 // chr1 // 100 // 1 // 1 // 0","3","1","0","1","ambiguous","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0"
"2315432","chr1","+","1038410","1038504","4","2315430","194","242","XM_497647 // LOC441868","XM_497647 // chr1 // 100 // 4 // 4 // 0 /// ENST00000332909 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000036442 // chr1 // 100 // 4 // 4 // 0","1","2","0","2","extended","0","0","1","0","0","3","0","0","3","1","0","1","1","1","0","0","0","0","0","0","0","0"
"2315433","chr1","+","1038548","1038606","4","2315430","195","243","XM_497647 // LOC441868","XM_497647 // chr1 // 100 // 4 // 4 // 0 /// ENST00000332909 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000036442 // chr1 // 100 // 4 // 4 // 0","1","3","0","2","extended","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315436","chr1","+","1038758","1038829","4","2315430","196","246","XM_497647 // LOC441868","XM_497647 // chr1 // 100 // 4 // 4 // 0 /// ENST00000332909 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000036442 // chr1 // 100 // 4 // 4 // 0","1","2","0","2","extended","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2315437","chr1","+","1039514","1039642","4","2315430","197","247","XM_497647 // LOC441868","XM_497647 // chr1 // 100 // 4 // 4 // 0 /// ENST00000332909 // chr1 // 100 // 4 // 4 // 0 /// GENSCAN00000036442 // chr1 // 100 // 4 // 4 // 0","1","3","0","3","extended","0","0","1","0","0","0","0","0","3","1","0","1","1","1","0","0","0","0","0","0","0","0"
