CNV379	1	193204702	193213877
CNV385	1	193280600	193285922
CNV386	1	193676328	193682368
CNV399	1	194997658	195068695
CNV406	1	195089940	195114094
CNV413	1	195123821	195168372
CNV415	1	195231508	195243201
CNV422	1	197215222	197223208
CNV423	1	197378049	197380463
CNV429	1	202204481	202212021
CNV430	1	208148236	208150607
CNV431	1	208453114	208454181
CNV432	1	208671369	208679147
CNV435	1	211071638	211077059
CNV437	1	212919913	212922145
CNV441	1	213560092	213565727
CNV444	1	215356748	215360951
CNV450	1	216484875	216489763
CNV451	1	219812673	219820232
CNV452	1	221083948	221090227
CNV458	1	223725840	223750819
CNV462	1	227883479	227886819
CNV463	1	227887625	227896356
CNV468	1	229602207	229609275
CNV469	1	232770219	232774658
CNV474	1	234948327	234957620
CNV493	1	235190798	235198134
CNV504	1	236918890	236922717
CNV505	1	238460638	238460762
CNV512	1	243505832	243509159
CNV513	1	243703665	243713527
CNV514	1	244095685	244103915
CNV515	1	244436220	244451533
CNV519	1	246687782	246702344
CNV521	1	246754783	246755238
CNV526	1	246815817	246863836
CNV530	1	246933867	246939281
CNV533	2	4191739	4201042
CNV534	2	4891575	4891986
CNV535	2	4895772	4896017
CNV536	2	6215763	6225305
CNV540	2	10252462	10301736
CNV548	2	10619971	10622306
CNV550	2	14623720	14627544
CNV551	2	16925212	16925669
CNV554	2	17084573	17101442
CNV555	2	18037156	18056737
CNV556	2	20192373	20200621
CNV559	2	24460486	24464632
CNV560	2	26230008	26232251
CNV564	2	29492642	29493267
CNV565	2	29495382	29497726
CNV567	2	34552823	34590561
CNV573	2	34682181	34682620
CNV574	2	34917577	34920174
CNV575	2	35435499	35458674
CNV581	2	35831294	35841451
CNV588	2	36190123	36193058
CNV591	2	36900860	36902224
CNV596	2	38727303	38730104
CNV597	2	38809366	38825785
CNV602	2	40617671	40622406
CNV603	2	40780879	40803106
CNV605	2	41091947	41099391
CNV615	2	42300861	42306117
CNV620	2	44680343	44682239
CNV624	2	46549602	46551188
CNV627	2	49389272	49394694
CNV636	2	51505529	51505613
CNV638	2	51624924	51641670
CNV641	2	52605074	52635046
CNV643	2	55177792	55183854
CNV646	2	55768294	55792083
CNV652	2	56178950	56181532
CNV655	2	56574390	56597256
CNV657	2	57255548	57295427
CNV662	2	57695546	57703179
CNV663	2	59480161	59480656
CNV668	2	64195976	64365105
CNV670	2	67614459	67619396
CNV681	2	69343217	69355966
CNV682	2	71116877	71130202
CNV687	2	71200071	71201271
CNV689	2	73729307	73782394
CNV690	2	75219698	75220115
CNV699	2	75235185	75235304
CNV703	2	75632488	75663776
CNV704	2	75675413	75767880
CNV705	2	76698681	76698934
CNV709	2	77830206	77850174
CNV712	2	78555584	78575410
CNV714	2	79184286	79195607
CNV724	2	81665692	81669805
CNV725	2	87132397	87198249
CNV726	2	87227404	87267503
CNV731	2	87367890	87376453
CNV738	2	87408824	87411772
CNV740	2	87600933	87609093
CNV741	2	87668332	87753000
CNV744	2	88093546	88111932
CNV753	2	88914239	89189769
CNV758	2	89636367	89912071
CNV761	2	95094701	95099193
CNV766	2	97194115	97210579
CNV769	2	97507179	97528142
CNV770	2	98243654	98244262
CNV778	2	101763391	101766764
CNV779	2	103760333	103770418
CNV790	2	105714544	105717641
CNV796	2	106247145	106251789
CNV797	2	107893772	108476478
CNV799	2	108944945	108952869
CNV801	2	111785250	111912704
CNV802	2	113178870	113195358
CNV822	2	114245343	114246993
CNV825	2	115112891	115117469
CNV829	2	115252786	115258540
CNV830	2	117445778	117452675
CNV833	2	117489208	117508223
CNV839	2	119762004	119766312
CNV841	2	123192888	123198711
CNV846	2	125368402	125374828
CNV847	2	128538342	128543406
CNV850	2	129354948	129356767
CNV852	2	129912571	129916004
CNV853	2	129958973	129963303
CNV865	2	130265745	130275716
CNV874	2	130510353	130539705
CNV876	2	131357910	131360298
CNV877	2	131809502	131812910
CNV878	2	131938478	131942838
CNV886	2	132997802	133000736
CNV895	2	133189998	133193035
CNV896	2	135909249	135949021
CNV898	2	138225667	138228819
CNV901	2	140738177	140743628
CNV902	2	141901923	141956969
CNV917	2	141971752	141973472
CNV925	2	146580874	146583404
CNV928	2	150739697	150745976
CNV930	2	151575599	151576313
CNV933	2	153378432	153505030
CNV934	2	155182273	155191186
CNV936	2	159418942	159438342
CNV937	2	164149178	164149914
CNV944	2	164351734	164353370
CNV950	2	172543089	172548631
CNV956	2	174249122	174254919
CNV958	2	174301193	174305814
CNV960	2	179775437	179787389
CNV969	2	180126456	180130382
CNV970	2	183325785	183342217
CNV972	2	183794037	183797391
CNV973	2	184502759	184510686
CNV975	2	184808776	184845163
CNV976	2	184965298	184973074
CNV977	2	187124447	187187586
CNV978	2	188063927	188144784
CNV980	2	189276201	189287574
CNV984	2	193004644	193010378
CNV986	2	194295401	194306617
CNV992	2	194630980	194665116
CNV1004	2	195022965	195034089
CNV1010	2	199887215	199890802
CNV1031	2	203004020	203020446
CNV1040	2	203608045	203610291
CNV1042	2	205052204	205056973
CNV1046	2	205366265	205391991
CNV1051	2	208058492	208058997
CNV1053	2	208063423	208067581
CNV1058	2	208947852	208955466
CNV1060	2	211480395	211486620
CNV1063	2	212894794	212900057
CNV1071	2	222078669	222110294
CNV1092	2	226665007	226669662
CNV1095	2	227051032	227054312
CNV1099	2	228619019	228622596
CNV1102	2	229467723	229468157
CNV1103	2	234316588	234322725
CNV1105	2	234608026	234620629
CNV1107	2	240961801	240970089
CNV1108	2	242669783	242683188
CNV1109	3	205022	207800
CNV1110	3	965750	971720
CNV1115	3	1009997	1014189
CNV1119	3	1658250	1666567
CNV1122	3	1757522	1762585
CNV1128	3	1888098	1900851
CNV1132	3	4063807	4072994
CNV1136	3	4167639	4172015
CNV1139	3	5510582	5514114
CNV1145	3	6200911	6215260
CNV1154	3	6626128	6628332
CNV1159	3	6744713	6748970
CNV1162	3	7374751	7386553
CNV1174	3	7533865	7539303
CNV1175	3	10216873	10220196
CNV1177	3	11382029	11382096
CNV1179	3	11387608	11388400
CNV1180	3	13682416	13684365
CNV1182	3	16668135	16668987
CNV1183	3	17504952	17519017
CNV1191	3	21627436	21629398
CNV1196	3	22055295	22064383
CNV1202	3	22255329	22261235
CNV1203	3	24083075	24089943
CNV1204	3	25465648	25465728
CNV1205	3	25825784	25829901
CNV1206	3	26409128	26414347
CNV1207	3	26586501	26586902
CNV1210	3	28516323	28522088
CNV1213	3	28785441	28791112
CNV1214	3	29013259	29016700
CNV1216	3	30042734	30046449
CNV1219	3	30886154	30888645
CNV1222	3	30967806	30973751
CNV1224	3	37957108	37961932
CNV1228	3	39174068	39188061
CNV1229	3	39332078	39382940
CNV1234	3	41755151	41763499
CNV1236	3	42351122	42351248
CNV1241	3	46776821	46824285
CNV1244	3	53003416	53006896
CNV1245	3	53007065	53016559
CNV1250	3	56605510	56608932
CNV1251	3	57933869	57952991
CNV1252	3	60799853	60883588
CNV1253	3	62642306	62669949
CNV1257	3	62687720	62690900
CNV1258	3	63108165	63110809
CNV1260	3	65164275	65185492
CNV1261	3	68176289	68176361
CNV1264	3	68979805	69008466
CNV1269	3	72651057	72655335
CNV1271	3	74230849	74234561
CNV1272	3	75509797	75565963
CNV1274	3	75597082	75627866
CNV1280	3	75655239	75669495
CNV1282	3	75695864	75703585
CNV1284	3	77910146	77924562
CNV1291	3	79804536	79807772
CNV1293	3	80485113	80488516
CNV1294	3	81992028	82006436
CNV1299	3	82955469	82955733
CNV1302	3	83633661	83647936
CNV1303	3	84782483	84784826
CNV1308	3	87335884	87358206
CNV1311	3	87974966	87984943
CNV1313	3	89343016	89343351
CNV1316	3	89477282	89502071
CNV1319	3	89619146	89629707
CNV1320	3	89754371	89756830
CNV1324	3	89970121	89983095
CNV1326	3	99237938	99242384
CNV1329	3	99370181	99402053
CNV1336	3	100427148	100432111
CNV1339	3	100690157	100691151
CNV1343	3	102152207	102155916
CNV1346	3	104562192	104579810
CNV1350	3	106365860	106367608
CNV1359	3	115506749	115509270
CNV1362	3	116143282	116151640
CNV1364	3	117581734	117591894
CNV1367	3	117689415	117698429
CNV1368	3	120834088	120836628
CNV1372	3	126926298	126941452
CNV1377	3	127156073	127158653
CNV1378	3	127194960	127204552
CNV1380	3	129878180	129895021
CNV1381	3	131246388	131288926
CNV1382	3	131524588	131528437
CNV1383	3	133475463	133478374
CNV1387	3	134503471	134507879
CNV1395	3	136325315	136327533
CNV1404	3	138510648	138525910
CNV1416	3	143303635	143569361
CNV1418	3	145765733	145770405
CNV1419	3	147111596	147145162
CNV1432	3	150446084	150450807
CNV1434	3	153698586	153709006
CNV1435	3	153829784	153838892
CNV1436	3	155773741	155927645
CNV1447	3	156963790	156974871
CNV1452	3	158822082	158824376
CNV1453	3	160747224	160788221
CNV1456	3	161839634	161841803
CNV1461	3	163620294	163625399
CNV1462	3	163699323	163709653
CNV1463	3	163995351	164106575
CNV1468	3	165141646	165145611
CNV1475	3	166523806	166564633
CNV1478	3	166751814	166754605
CNV1483	3	166765250	166779809
CNV1491	3	167539435	167547514
CNV1495	3	167573295	167576883
CNV1502	3	168005537	168013637
CNV1512	3	174692475	174698428
CNV1513	3	174723329	174772374
CNV1522	3	176563441	176563920
CNV1526	3	177375933	177419624
CNV1529	3	178176283	178191496
CNV1534	3	186584116	186589711
CNV1541	3	187895555	187898214
CNV1547	3	190846372	190847332
CNV1548	3	194090667	194091245
CNV1558	3	194092055	194092641
CNV1562	3	194285087	194285253
CNV1570	3	194360656	194365597
CNV1572	3	196122605	196123134
CNV1586	3	196903444	196959159
CNV1587	3	198792686	198798533
CNV1599	3	199329613	199334102
CNV1601	4	3439242	3443433
CNV1602	4	4161131	4203661
CNV1605	4	5820568	5833754
CNV1607	4	5946326	5948393
CNV1610	4	6669525	6672828
CNV1614	4	8216784	8224819
CNV1620	4	8981399	9024929
CNV1621	4	9024930	9066074
CNV1623	4	9070328	9088443
CNV1627	4	9823254	9844366
CNV1629	4	9881882	9884031
CNV1631	4	10001452	10009766
CNV1636	4	11275699	11275902
CNV1642	4	11986711	11988353
CNV1648	4	11993030	11993568
CNV1651	4	15369169	15377565
CNV1655	4	16645288	16648472
CNV1662	4	18697657	18733331
CNV1669	4	20165809	20173040
CNV1670	4	20981137	20985949
CNV1674	4	21657731	21679799
CNV1675	4	22884297	22889218
CNV1678	4	25111151	25117108
CNV1679	4	25323324	25339974
CNV1680	4	25901083	25903874
CNV1682	4	28251431	28339922
CNV1690	4	28553137	28561579
CNV1693	4	28895502	28907251
CNV1695	4	32122898	32126696
CNV1700	4	32741665	32749678
CNV1702	4	33055531	33062581
CNV1704	4	33996411	34080402
CNV1707	4	34455420	34500578
CNV1719	4	35524746	35527802
CNV1723	4	36126812	36137330
CNV1724	4	39262956	39265557
CNV1725	4	39380804	39389728
CNV1726	4	40398768	40398949
CNV1729	4	41100891	41102324
CNV1730	4	41152488	41161610
CNV1731	4	43433755	43436627
CNV1732	4	43716642	43720503
CNV1733	4	44018589	44025731
CNV1735	4	44661761	44700949
CNV1736	4	48674391	48688134
CNV1739	4	53765718	53774999
CNV1744	4	54914285	54915108
CNV1750	4	57238077	57239259
CNV1754	4	57951132	57953111
CNV1760	4	59656670	59670688
CNV1761	4	60007544	60013040
CNV1765	4	63352531	63354257
CNV1767	4	63926525	63935689
CNV1777	4	64380064	64390818
CNV1782	4	65502562	65522613
CNV1796	4	66271146	66312360
CNV1799	4	66485479	66488419
CNV1800	4	67063196	67075558
CNV1807	4	68964800	68970737
CNV1809	4	69043083	69168574
CNV1811	4	69713484	69751804
CNV1812	4	70162233	70273689
CNV1813	4	71262854	71283637
CNV1814	4	72164818	72167328
CNV1815	4	73639702	73644176
CNV1823	4	75299976	75301070
CNV1827	4	77508808	77511390
CNV1828	4	77665704	77671179
CNV1832	4	78001593	78006231
CNV1834	4	78012264	78012854
CNV1836	4	78495579	78500367
CNV1837	4	83856392	83860850
CNV1841	4	85302053	85308324
CNV1846	4	85346286	85351938
CNV1849	4	87195118	87198968
CNV1850	4	87323198	87346201
CNV1861	4	88889787	88889942
CNV1868	4	88988956	88989424
CNV1871	4	88989841	88990233
CNV1872	4	89243112	89300463
CNV1874	4	91506179	91510539
CNV1875	4	92692337	92697344
CNV1876	4	93631395	93637602
CNV1877	4	96955181	96955425
CNV1878	4	97539253	97541426
CNV1879	4	98391437	98404155
CNV1884	4	98576457	98577328
CNV1893	4	101293833	101320088
CNV1894	4	103010272	103101218
CNV1896	4	104426263	104435157
CNV1898	4	104439553	104467383
CNV1901	4	104961839	104980713
CNV1902	4	106929541	106936543
CNV1906	4	107162376	107165884
CNV1912	4	108285200	108294716
CNV1915	4	108731204	108733947
CNV1916	4	111223590	111224118
CNV1919	4	111517080	111519963
CNV1920	4	112516868	112525864
CNV1921	4	112896236	112900044
CNV1922	4	115394772	115401624
CNV1924	4	115727615	115729903
CNV1926	4	116392056	116395574
CNV1928	4	117866565	117869001
CNV1938	4	120824308	120828716
CNV1941	4	121743029	121762869
CNV1942	4	122501918	122504766
CNV1946	4	125864016	125864693
CNV1952	4	126826946	126843898
CNV1956	4	127585345	127589141
CNV1960	4	132165824	132577643
CNV1972	4	136039659	136055844
CNV1973	4	137578497	137583646
CNV1979	4	138162492	138162505
CNV1983	4	138311645	138312864
CNV1984	4	138401883	138411420
CNV1985	4	138543995	138549443
CNV1987	4	140452973	140457810
CNV2007	4	143835324	143839399
CNV2014	4	144018796	144019450
CNV2023	4	144507916	144508107
CNV2026	4	144938147	144965448
CNV2057	4	145140024	145144387
CNV2060	4	145220925	145232498
CNV2061	4	146495641	146506496
CNV2062	4	152095801	152103748
CNV2063	4	153010979	153014149
CNV2067	4	153209736	153212189
CNV2070	4	155649049	155651625
CNV2073	4	156022455	156022528
CNV2075	4	156813718	156817445
CNV2082	4	157099016	157099377
CNV2084	4	157188133	157192659
CNV2092	4	158949012	158950828
CNV2093	4	161272220	161286569
CNV2096	4	162083345	162151100
CNV2099	4	162413794	162424561
CNV2112	4	164173911	164176879
CNV2113	4	165024448	165033097
CNV2118	4	168655781	168659653
CNV2138	4	169055017	169080681
CNV2139	4	171504657	171509731
CNV2141	4	172611459	172614508
CNV2145	4	173225723	173226108
CNV2147	4	173661522	173665218
CNV2150	4	178443731	178452258
CNV2153	4	178612788	178623504
CNV2156	4	178705030	178723600
CNV2157	4	178833525	178846707
CNV2163	4	179127424	179129525
CNV2167	4	185223006	185226185
CNV2168	4	185397586	185404417
CNV2172	4	186635223	186654683
CNV2174	4	188099187	188115497
CNV2176	4	189458354	189458433
CNV2184	4	189674081	189674404
CNV2185	4	190432112	190436258
CNV2193	4	191140366	191146320
CNV2197	5	121675	169111
CNV2200	5	751505	840979
CNV2202	5	886628	928018
CNV2203	5	3400106	3402579
CNV2204	5	5732001	5733901
CNV2215	5	7230342	7242924
CNV2238	5	8755523	8800138
CNV2240	5	10580501	10584996
CNV2241	5	11181478	11184110
CNV2244	5	12868780	12879650
CNV2246	5	13256053	13388289
CNV2252	5	14365802	14369381
CNV2257	5	15772218	15773597
CNV2258	5	16178128	16178214
CNV2259	5	17400702	17409239
CNV2260	5	17563468	17568801
CNV2266	5	17644656	17698273
CNV2267	5	17864610	17865544
CNV2269	5	19264698	19267049
CNV2270	5	19315328	19323214
CNV2301	5	20472958	20480059
CNV2318	5	24814133	24817585
CNV2326	5	26027946	26034694
CNV2328	5	27561143	27561777
CNV2333	5	28254644	28258446
CNV2341	5	29661075	29670917
CNV2345	5	32142837	32194212
CNV2346	5	33556356	33582532
CNV2348	5	38180803	38184641
CNV2349	5	40371232	40387303
CNV2350	5	41267255	41277150
CNV2352	5	41607070	41617270
CNV2364	5	41623028	41630861
CNV2368	5	45989457	45998772
CNV2372	5	46231640	46235192
CNV2381	5	46306765	46309259
CNV2384	5	51465182	51467440
CNV2402	5	52440276	52445196
CNV2404	5	53725229	53729924
CNV2406	5	57361784	57369290
CNV2415	5	57992600	57994889
CNV2417	5	60608904	60612617
CNV2419	5	75467191	75486315
CNV2420	5	81385675	81438612
CNV2422	5	83794878	83813534
CNV2430	5	83985102	83990457
CNV2434	5	86151134	86154902
CNV2436	5	90650176	90656821
CNV2439	5	97098292	97119490
CNV2441	5	97142617	97146263
CNV2445	5	97512922	97517816
CNV2453	5	97961571	97963403
CNV2454	5	98117485	98123869
CNV2457	5	100580509	100676308
CNV2468	5	101201120	101210967
CNV2477	5	101214560	101234788
CNV2493	5	101259868	101308066
CNV2505	5	103989195	104003723
CNV2507	5	104464614	104506104
CNV2511	5	106257572	106261016
CNV2512	5	109419129	109419192
CNV2513	5	109503625	109515790
CNV2519	5	110937230	110938944
CNV2529	5	111717193	111717413
CNV2546	5	114235601	114238777
CNV2559	5	114734342	114748984
CNV2560	5	114784536	114787066
CNV2563	5	115624233	115653127
CNV2566	5	116169148	116176374
CNV2570	5	117416321	117416982
CNV2575	5	117833534	117885102
CNV2576	5	118726504	118729776
CNV2580	5	128695730	128769741
CNV2592	5	135329914	135362750
CNV2593	5	136146296	136161219
CNV2597	5	136525249	136527330
CNV2599	5	137836323	137843610
CNV2600	5	140204020	140223940
CNV2603	5	141998202	142000197
CNV2604	5	143386880	143390529
CNV2614	5	144474489	144474755
CNV2615	5	146375339	146377451
CNV2619	5	147307539	147318106
CNV2621	5	150185693	150198797
CNV2626	5	151495579	151498544
CNV2627	5	152668371	152672600
CNV2629	5	155409350	155415307
CNV2635	5	155509796	155522862
CNV2636	5	157013374	157052114
CNV2639	5	160473766	160482276
CNV2643	5	163106031	163113414
CNV2648	5	165772240	165782533
CNV2654	5	172013141	172095539
CNV2658	5	173633789	173635583
CNV2659	5	174368627	174371849
CNV2661	5	175409726	175583090
CNV2665	5	177090005	177131055
CNV2674	5	177160157	177165211
CNV2675	5	177781037	177785186
CNV2678	5	178042581	178045769
CNV2682	5	178662194	178863912
CNV2694	5	180109948	180125790
CNV2701	5	180311316	180350709
CNV2702	6	202353	326149
CNV2704	6	4115525	4119295
CNV2706	6	5978930	5979435
CNV2707	6	8872510	8878097
CNV2715	6	10175992	10177866
CNV2717	6	10575087	10638990
CNV2729	6	11182288	11185184
CNV2730	6	19150160	19150797
CNV2733	6	19152681	19152877
CNV2735	6	19924839	19927883
CNV2736	6	21609666	21611713
CNV2738	6	26845011	26876548
CNV2739	6	29653690	29659836
CNV10008	6	29945171	30029106
CNV10010	6	31394255	31404430
CNV10011	6	31445851	31448789
CNV10012	6	31467630	31559451
CNV10026	6	32165291	32165466
CNV10028	6	32539530	32681749
CNV10029	6	32700999	32710085
CNV10030	6	34045414	34045784
CNV10032	6	34046721	34050683
CNV10034	6	35613289	35672789
CNV10036	6	38052052	38064489
CNV10045	6	38071286	38094445
CNV10046	6	38499784	38510599
CNV10054	6	39176890	39180010
CNV10055	6	44621323	44622929
CNV10056	6	49039688	49043159
CNV10057	6	49394262	49403008
CNV10058	6	49539524	49555254
CNV10059	6	52906021	52910202
CNV10060	6	54039110	54039814
CNV10062	6	54956414	54958101
CNV10063	6	55934114	55951619
CNV10065	6	58534011	58535028
CNV10068	6	62983601	62986263
CNV10074	6	65768120	65770513
CNV10079	6	66456258	66460573
CNV10080	6	67097634	67099913
CNV10081	6	70071725	70074969
CNV10083	6	73402241	73405831
CNV10086	6	74648957	74658138
CNV10087	6	74766429	74773741
CNV10088	6	75362755	75364279
CNV10090	6	75770756	75790610
CNV10093	6	76299297	76309616
CNV10096	6	77073620	77073646
CNV10097	6	77073713	77084327
CNV10098	6	77496588	77509522
CNV10104	6	78938170	78955234
CNV10106	6	79025784	79091904
CNV10107	6	79577781	79585293
CNV10109	6	81341677	81346253
CNV10110	6	81572511	81592719
CNV10111	6	82203843	82228325
CNV10112	6	84792453	84795900
CNV10118	6	87466524	87467835
CNV10119	6	87622171	87624208
CNV10122	6	93632587	93635351
CNV10125	6	96267657	96279591
CNV10126	6	99220168	99245596
CNV10127	6	103844669	103868754
CNV10138	6	104096781	104100508
CNV10140	6	105434420	105692389
CNV10145	6	110502880	110519930
CNV10146	6	117608063	117669245
CNV10148	6	121563601	121565754
CNV10158	6	124477644	124512064
CNV10161	6	126225385	126228469
CNV10163	6	132751050	132754736
CNV10168	6	133108849	133112093
CNV10170	6	133788800	133788986
CNV10174	6	134592448	134598896
CNV10175	6	137430261	137460049
CNV10176	6	139470447	139474343
CNV10177	6	140429449	140432237
CNV10179	6	143911563	143914293
CNV10181	6	146266221	146266423
CNV10183	6	147252374	147261510
CNV10184	6	147480203	147486248
CNV10186	6	154163677	154169933
CNV10187	6	154750329	154763909
CNV10188	6	155005358	155013624
CNV10197	6	155581922	155583576
CNV10199	6	156202780	156204284
CNV10200	6	159236414	159238562
CNV10202	6	162416281	162423724
CNV10203	6	162658558	162660430
CNV10204	6	165647807	165651918
CNV10205	6	168078125	168338764
CNV10207	6	168615902	168620730
CNV10208	6	168718729	168720559
CNV10210	6	169249708	169260860
CNV10211	7	138438	163742
CNV10213	7	250145	253709
CNV10215	7	3400802	3405749
CNV10218	7	3576369	3584887
CNV10219	7	4383474	4385353
CNV10220	7	4650302	4650400
CNV10226	7	6820635	6830608
CNV10227	7	6954353	6995310
CNV10229	7	7292348	7396089
CNV10230	7	8197116	8202432
CNV10232	7	9093698	9196410
CNV10240	7	11971497	11976296
CNV10244	7	12484003	12519754
CNV10245	7	13074593	13085544
CNV10247	7	15055803	15058658
CNV10251	7	16315368	16368639
CNV10252	7	16668126	16668369
CNV10254	7	17060351	17062851
CNV10258	7	19145257	19147225
CNV10259	7	19379124	19511836
CNV10265	7	23107172	23110721
CNV10266	7	24268696	24279556
CNV10271	7	26108917	26111938
CNV10274	7	29640265	29654043
CNV10276	7	29750240	29755529
CNV10277	7	32697911	32703662
CNV10279	7	34866102	34879011
CNV10280	7	37433093	37434593
CNV10282	7	46842616	46851881
CNV10284	7	47251811	47255449
CNV10290	7	48363317	48371849
CNV10292	7	48552398	48562571
CNV10293	7	49144690	49148378
CNV10294	7	50962568	50967266
CNV10295	7	52704217	52709890
CNV10297	7	53181505	53186117
CNV10299	7	53423096	53433669
CNV10300	7	54152898	54158714
CNV10301	7	56729607	56736308
CNV10302	7	57701877	57723958
CNV10303	7	57843985	57927889
CNV10307	7	61477137	61488622
CNV10308	7	62326783	62343851
CNV10309	7	64231500	64233133
CNV10310	7	66266764	66282667
CNV10311	7	69835214	69840607
CNV10315	7	70058925	70064077
CNV10316	7	71635141	71951076
CNV10324	7	75192119	75202174
CNV10325	7	76163693	76222746
CNV10328	7	76284261	76333888
CNV10346	7	76362121	76388138
CNV10348	7	78643235	78690629
CNV10352	7	82553896	82555900
CNV10353	7	83620369	83624624
CNV10354	7	86072821	86082341
CNV10356	7	87508675	87510328
CNV10358	7	88423601	88430399
CNV10359	7	90024002	90058767
CNV10360	7	90869671	90878663
CNV10361	7	91196725	91197527
CNV10362	7	92318373	92341972
CNV10365	7	92831876	92835589
CNV10367	7	93007371	93013430
CNV10368	7	97090174	97096105
CNV10369	7	97239895	97240411
CNV10373	7	100167180	100170778
CNV10375	7	102139082	102145851
CNV10377	7	103402099	103409365
CNV10378	7	104252877	104259886
CNV10382	7	104555181	104940748
CNV10383	7	105374088	105374673
CNV10387	7	108383251	108424837
CNV10388	7	109224328	109225010
CNV10390	7	109228865	109241146
CNV10391	7	110216246	110219730
CNV10392	7	110605694	110670727
CNV10393	7	110824661	110829589
CNV10398	7	110835811	110844118
CNV10399	7	112301356	112305297
CNV10400	7	113440707	113444916
CNV10401	7	115370689	115373669
CNV10403	7	117922977	117948608
CNV10404	7	118479931	118481573
CNV10405	7	118944214	118949683
CNV10410	7	120091603	120099995
CNV10414	7	120949223	120973529
CNV10417	7	125259938	125263279
CNV10418	7	125832718	125833851
CNV10421	7	126563698	126564135
CNV10422	7	131428987	131430799
CNV10425	7	133435735	133449694
CNV10426	7	139650512	139654935
CNV10427	7	139839330	139845481
CNV10429	7	141416112	141438377
CNV10431	7	141693868	141712586
CNV10435	7	141891589	141902884
CNV10437	7	141969866	142005164
CNV10439	7	142155609	142167486
CNV10440	7	142929090	143039363
CNV10444	7	143075149	143198992
CNV10445	7	143341029	143342084
CNV10446	7	145764800	145770841
CNV10447	7	149425988	149435586
CNV10448	7	149916734	149932502
CNV10449	7	150196889	150203370
CNV10450	7	152480950	152481056
CNV10453	7	152780054	152825299
CNV10456	7	153130910	153299551
CNV10457	7	154024104	154031766
CNV10458	7	154515932	154520474
CNV10460	7	154594192	154596327
CNV10461	7	155991370	156003709
CNV10463	7	156084551	156086940
CNV10467	7	157031128	157043601
CNV10470	7	157810312	157824926
CNV10472	7	158133039	158133678
CNV10473	7	158810402	158812015
CNV10476	8	103380	397790
CNV10477	8	584944	585908
CNV10478	8	1346118	1348109
